tool	CPAchecker [1.7-svn c083924+; 1.7-svn 341f83a+]	CPAchecker [1.7-svn c083924+; 1.7-svn 341f83a+]	CPAchecker [1.7-svn c083924+; 1.7-svn 341f83a+]	CPAchecker [1.7-svn c083924+; 1.7-svn 341f83a+]	CPAchecker 1.7-svn 4d0163e+	CPAchecker 1.7-svn 4d0163e+	CPAchecker 1.7-svn 4d0163e+	CPAchecker 1.7-svn 4d0163e+
eca-rers2012/Problem08_label24_false-unreach-call.c	OUT OF JAVA MEMORY	236.251937759	136.46076008677483	6697.30816	OUT OF JAVA MEMORY	732.061662026	423.0309430845082	6706.806783999999
eca-rers2012/Problem01_label38_false-unreach-call_false-termination.c	false(unreach-call)	7.760948034	4.163872040808201	348.27059199999997	false(unreach-call)	6.863435774	3.6241972520947456	315.88352
eca-rers2012/Problem15_label29_false-unreach-call.c	TIMEOUT	901.385035398	894.6753767207265	4509.970432	false(unreach-call)	12.528982794	6.8502687849104404	704.6184959999999
eca-rers2012/Problem01_label31_true-unreach-call_false-termination.c	true	6.940738151	3.705753080546856	326.234112	true	8.630489813	4.797191526740789	612.630528
eca-rers2012/Problem03_label10_true-unreach-call.c	true	164.828844065	155.92757214978337	869.576704	true	20.718654752	14.513447970151901	1090.482176
eca-rers2012/Problem17_label48_true-unreach-call.c	TIMEOUT	901.880599964	896.6246318556368	3348.4226559999997	unknown	357.68515547	329.9073338806629	5892.558848
eca-rers2012/Problem05_label19_true-unreach-call.c	true	72.331933016	58.79662474244833	1706.754048	true	231.24851207	188.69652729853988	3865.485312
eca-rers2012/Problem11_label32_true-unreach-call.c	TIMEOUT	900.799547574	894.1153768599033	1990.713344	unknown	355.087435379	332.0749115869403	3783.4219519999997
eca-rers2012/Problem12_label02_true-unreach-call.c	TIMEOUT	904.468278251	895.9979343116283	6716.78464	unknown	364.744113207	333.17584182322025	5667.115008
eca-rers2012/Problem04_label25_true-unreach-call.c	true	56.056079706	45.41388933733106	1931.5548159999998	true	146.092517918	126.84110785275698	3157.409792
eca-rers2012/Problem06_label51_true-unreach-call.c	true	68.336807726	56.98986805230379	1995.10016	true	224.559792048	187.61781810596585	3871.850496
eca-rers2012/Problem04_label16_true-unreach-call.c	true	54.958740923	44.02041758596897	1885.159424	true	150.869370075	127.62769863381982	3101.679616
eca-rers2012/Problem06_label18_true-unreach-call.c	true	76.048695319	63.23929409310222	1860.0591359999999	true	229.369859495	191.43353193625808	3341.5249919999997
eca-rers2012/Problem13_label50_true-unreach-call.c	TIMEOUT	902.83268814	894.5515465922654	6966.349824	OUT OF MEMORY	169.868659601	143.69802672043443	6999.998463999999
eca-rers2012/Problem17_label47_true-unreach-call.c	TIMEOUT	901.85214723	896.9534282572567	3293.253632	unknown	358.141475608	331.45430582761765	5842.57536
eca-rers2012/Problem15_label13_true-unreach-call.c	TIMEOUT	901.381361959	894.114561650902	4548.1984	unknown	357.603220936	334.3869709186256	5561.085951999999
eca-rers2012/Problem19_label24_true-unreach-call.c	TIMEOUT	903.94760596	894.7967409156263	6781.755392	OUT OF MEMORY	189.849689982	155.61517765372992	6999.998463999999
eca-rers2012/Problem18_label50_true-unreach-call.c	TIMEOUT	901.329496888	892.6148103363812	4472.004608	unknown	358.855676981	332.7617510072887	4049.522688
eca-rers2012/Problem12_label58_true-unreach-call.c	TIMEOUT	901.867815771	894.9521844983101	4466.552831999999	unknown	362.054303479	332.15388025715947	6069.682175999999
eca-rers2012/Problem01_label24_true-unreach-call_false-termination.c	true	7.156374853	3.805835422128439	292.917248	true	8.792570042	4.9501863569021225	561.754112
eca-rers2012/Problem09_label21_true-unreach-call.c	OUT OF JAVA MEMORY	590.144518132	317.6068082153797	6711.660543999999	OUT OF JAVA MEMORY	787.01734248	455.84250719472766	6714.646527999999
psyco/psyco_cev_2_false-unreach-call.c	OUT OF JAVA MEMORY	668.084941932	361.87407771125436	6482.3582719999995	OUT OF JAVA MEMORY	484.845271138	271.1293698474765	6357.827584
systemc/toy2_false-unreach-call_false-termination.cil.c	false(unreach-call)	5.869576841	3.673399891704321	215.90835199999998	false(unreach-call)	4.610055073	2.5400073900818825	240.97996799999999
seq-mthreaded/pals_floodmax.4_false-unreach-call.3.ufo.UNBOUNDED.pals.c	false(unreach-call)	15.996732318	13.553390260785818	301.961216	false(unreach-call)	167.46804607	155.9076775982976	2364.325888
seq-mthreaded/pals_STARTPALS_Triplicated_false-unreach-call.2.ufo.UNBOUNDED.pals.c	false(unreach-call)	15.007917313	9.123568661510944	444.37913599999996	false(unreach-call)	24.546703295	15.308704610913992	880.857088
seq-mthreaded/pals_lcr.7_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c	TIMEOUT	900.389575055	896.2665822692215	764.3873279999999	unknown	210.354288959	203.62958905473351	945.9425279999999
seq-mthreaded/rekh_aso_true-unreach-call.1.M4.c	TIMEOUT	900.672837582	897.5900277458131	1224.675328	unknown	357.202385658	340.0848596394062	3078.8526079999997
seq-mthreaded/pals_lcr.7_true-unreach-call.ufo.BOUNDED-14.pals_true-termination.c	TIMEOUT	900.36713861	896.8336969576776	644.6899199999999	unknown	209.413427497	203.34529396891594	972.8860159999999
seq-pthread/cs_dekker_true-unreach-call.i	TIMEOUT	900.449306576	897.0320536345243	806.490112	unknown	209.87153006	204.21119048446417	634.195968
floats-cdfpl/sine_8_true-unreach-call_true-termination.i	true	771.101441296	769.6084518842399	475.74630399999995	true	736.377924848	734.2526622675359	628.699136
float-benchs/nan_double_false-unreach-call_true-termination.c	false(unreach-call)	2.037391916	1.2045038342475891	146.915328	false(unreach-call)	2.537464067	1.463228140026331	180.977664
float-benchs/sin_interpolated_negation_true-unreach-call.c	ERROR	17.101685248	15.901182238012552	469.31968	unknown	21.504457846	19.404230684041977	550.862848
floats-esbmc-regression/Double_div_true-unreach-call.i	ERROR	1.981116809	1.1901572495698929	144.81408	true	5.127136514	2.838989842683077	379.097088
ldv-linux-3.0/module_get_put-drivers-block-loop.ko_false-unreach-call.cil.out.i.pp.i	false(unreach-call)	15.408383068	9.64149433746934	415.145984	unknown	210.194266717	161.52760093286633	4854.648832
ldv-linux-3.4-simple/32_7_cpp_false-unreach-call_single_drivers-net-wireless-p54-p54usb.cil.out.c	false(unreach-call)	18.105159614	10.475451320409775	687.08352	false(unreach-call)	50.918819182	43.228494457900524	992.9891839999999
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--misc--tifm_core.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.219034838	1.8120324350893497	173.428736	true	3.197602766	1.759229976683855	157.59359999999998
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3_false-termination.4-32_1-drivers--net--usb--cdc_subset.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.997536469	1.6787437200546265	149.508096	true	3.036520773	1.6850185915827751	145.14176
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--dvb--dvb-usb--dvb-usb-nova-t-usb2.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.748903996	2.084263328462839	177.46329599999999	true	93.681415211	85.67938005924225	2082.586624
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--watchdog--smsc37b787_wdt.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.872429701	2.154038392007351	181.149696	true	95.092973819	82.97961188852787	2830.852096
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3_false-termination.4-32_1-drivers--power--wm831x_backup.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.991206313	2.4888532534241676	258.883584	true	4.274001211	2.3239856213331223	205.59052799999998
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-azurewave-ad-tu700.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.167507036	1.281065795570612	164.72883199999998	true	2.272332306	1.3024956919252872	140.754944
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--rtc--rtc-m48t86.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.031429078	1.7147479802370071	145.608704	true	3.051683453	1.6685946397483349	177.823744
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--uio--uio_aec.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.748089554	2.3118928968906403	259.301376	true	3.191279515	1.7760015167295933	175.931392
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--w1--slaves--w1_bq27000.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.82253793	1.587139617651701	184.918016	true	2.944364029	1.6698301956057549	148.78310399999998
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3_false-termination.4-32_1-drivers--media--common--tuners--mt20xx.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	101.969625517	95.46009420603514	820.61312	true	95.753311938	79.49037447199225	3012.3089919999998
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--char--ramoops.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.097194169	1.8583519756793976	174.661632	true	2.960252563	1.647721130400896	180.461568
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--hid--hid-petalynx.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.133501853	1.751135926693678	172.613632	true	3.005146719	1.6699257642030716	174.24384
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--rc--keymaps--rc-dntv-live-dvbt-pro.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.207387033	1.2965740226209164	136.33535999999998	true	2.321171936	1.311979304999113	163.692544
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--regulator--wm831x-ldo.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	12.905571325	10.205497685819864	584.249344	true	94.167121424	87.12274650111794	2085.76512
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--pci--pci-stub.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.865394661	2.3184393122792244	215.70764799999998	true	2.883908846	1.6034296452999115	150.982656
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3_false-termination.4-32_1-drivers--input--touchscreen--max11801_ts.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.60515683	2.055002085864544	192.274432	true	3.878050563	2.0844190269708633	237.56390399999998
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--rtc--rtc-pcf2123.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	9.164953187	7.066414698958397	468.094976	true	94.046025079	88.59201489016414	1536.352256
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-cinergy.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.225379678	1.298469740897417	140.992512	true	2.389223652	1.3420734591782093	164.7616
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--net--phy--et1011c.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.107513762	1.761921476572752	203.395072	true	3.088458781	1.7167759351432323	149.38521599999999
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--rc--keymaps--rc-encore-enltv-fm53.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.18685335	1.253101546317339	164.573184	true	2.280097038	1.3178410045802593	141.021184
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--net--phy--realtek.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.648033735	1.493856467306614	169.852928	true	2.648422362	1.4994769245386124	146.76787199999998
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--platform--x86--panasonic-laptop.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	11.909837307	9.667099561542273	406.54848	true	93.892396413	86.98360251262784	1791.1889919999999
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--acpi--ec_sys.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.225991747	1.8615640364587307	188.29312	true	3.744347258	2.0782537683844566	194.42892799999998
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--watchdog--advantechwdt_true-termination.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	3.365216647	1.8557368591427803	188.12928	true	93.878135414	86.08478163927794	2046.5459199999998
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--usb--otg--ab8500-usb.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	7.639884359	5.6803825832903385	402.956288	true	8.052592327	4.252311404794455	352.44032
ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--char--tpm--tpm_nsc_true-termination.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	4.91635514	2.7006729282438755	262.180864	true	93.988670123	80.11581967025995	3080.368128
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-snapstream-firefly.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	true	2.184011094	1.2902881689369678	168.009728	true	2.328312069	1.3461514823138714	168.12032
ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--frontends--cxd2820r.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	TIMEOUT	902.24987022	895.5292362011969	3907.948544	true	97.608751875	88.27903016284108	2285.584384
ldv-linux-3.7.3/main1_false-unreach-call_drivers-vhost-vhost_net-ko--32_7a--linux-3.7.3.c	false(unreach-call)	5.166253104	2.855492491275072	302.071808	false(unreach-call)	5.664432109	3.0313236452639103	294.567936
ldv-commit-tester/main8_true-unreach-call_sound-oss-sound-ko--32_7a--c4cb1dd.c	true	10.319292732	7.126913372427225	506.744832	true	26.295763037	17.515431325882673	1129.762816
ldv-consumption/32_7a_cilled_false-unreach-call_linux-3.8-rc1-32_7a-fs--hfs--hfs.ko-ldv_main6_sequence_infinite_withcheck_stateful.cil.out.c	false(unreach-call)	9.374337537	5.842706974595785	361.132032	false(unreach-call)	7.996404353	4.4681737422943115	386.715648
ldv-consumption/32_7a_cilled_true-unreach-call_linux-3.8-rc1-32_7a-drivers--net--wireless--zd1211rw--zd1211rw.ko-ldv_main1_sequence_infinite_withcheck_stateful.cil.out.c	TIMEOUT	900.70798499	891.6814569719136	3129.454592	true	115.981507066	98.13732539489865	2506.481664
ldv-consumption/32_7a_cilled_true-unreach-call_linux-3.8-rc1-drivers--video--aty--radeonfb.ko-main.cil.out.c	TIMEOUT	901.097695446	886.2834424860775	1759.3384959999999	true	130.804349951	118.11605857685208	2185.4781439999997
ldv-consumption/32_7a_cilled_true-unreach-call_linux-3.8-rc1-32_7a-drivers--hwmon--applesmc.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c	TIMEOUT	900.78481576	714.149408236146	6722.531328	true	96.916192436	82.76057689264417	2788.274176
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--ttusb-dec--ttusb_dec.ko-entry_point_false-unreach-call.cil.out.c	ERROR	458.915255365	442.69645393267274	1888.89088	unknown	237.385094379	203.06678265705705	3039.453184
ldv-linux-3.16-rc1/43_2a_bitvector_linux-3.16-rc1.tar.xz-43_2a-drivers--usb--host--max3421-hcd.ko-entry_point_false-unreach-call.cil.out.c	false(unreach-call)	8.959875483	5.753056917339563	404.959232	ASSERTION	7.829102479	4.161053538322449	400.760832
ldv-linux-3.16-rc1/205_9a_array_unsafes_linux-3.16-rc1.tar.xz-205_9a-drivers--net--virtio_net.ko-entry_point_true-unreach-call.cil.out.c	TIMEOUT	902.177563262	715.1411696337163	6880.0225279999995	true	104.55533552	92.76572220027447	2053.152768
ldv-linux-3.16-rc1/43_2a_bitvector_linux-3.16-rc1.tar.xz-43_2a-drivers--net--xen-netfront.ko-entry_point_true-unreach-call.cil.out.c	TIMEOUT	900.841812043	875.7424861900508	3866.759168	unknown	356.889951935	321.26790277659893	3072
ldv-linux-3.16-rc1/43_2a_consumption_linux-3.16-rc1.tar.xz-43_2a-drivers--nfc--st21nfca--st21nfca_i2c.ko-entry_point_true-unreach-call.cil.out.c	true	31.041353111	22.05979809910059	566.857728	true	94.386232838	87.20821784436703	955.35104
ldv-validator-v0.6/linux-stable-1575714-1-150_1a-drivers--net--wireless--b43--b43.ko-entry_point_false-unreach-call.cil.out.c	TIMEOUT	903.203155033	886.6234661340714	6762.422272	TIMEOUT	907.219157689	603.8299566246569	6571.364352
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--staging--comedi--comedi.ko-entry_point_false-unreach-call.cil.out.c	TIMEOUT	901.297608476	884.131485234946	3248.90624	ASSERTION	13.051730096	7.129433684051037	595.3617919999999
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--md--dm-multipath.ko-entry_point_false-unreach-call.cil.out.c	TIMEOUT	908.621630188	829.1368421800435	6532.186111999999	ASSERTION	6.718365504	3.5717966109514236	339.423232
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--firewire--firewire-ohci.ko-entry_point_true-unreach-call.cil.out.c	OUT OF MEMORY	801.33876154	678.4423758946359	6999.998463999999	true	103.674964177	92.7936896532774	1873.526784
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--atheros--atlx--atl1.ko-entry_point_true-unreach-call.cil.out.c	TIMEOUT	906.458607007	795.9880590029061	6203.16672	true	169.516541719	142.11714098602533	3109.523456
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--natsemi--ns83820.ko-entry_point_true-unreach-call.cil.out.c	true	806.224041131	773.0345882102847	3541.2254719999996	true	97.334594825	86.26500164344907	2083.221504
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--usb--r8152.ko-entry_point_true-unreach-call.cil.out.c	TIMEOUT	900.758784865	889.958656437695	2246.971392	unknown	381.72831516	335.2576878294349	3098.607616
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--hp--hp100.ko-entry_point_true-unreach-call.cil.out.c	TIMEOUT	907.347548118	794.948614615947	6358.130687999999	unknown	367.204343696	323.612180583179	3511.4803199999997
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--ixgbe--ixgbe.ko-entry_point_true-unreach-call.cil.out.c	ERROR (recursion)	440.322809466	408.2022888697684	3128.877056	TIMEOUT	904.137615526	528.1227024644613	6557.831168
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--lustre--lustre--osc--osc.ko-entry_point_true-unreach-call.cil.out.c	TIMEOUT	902.501880645	889.6261119171977	4245.262336	unknown	393.120249263	335.62463637441397	3280.535552
